img_path,type,severity,description
pressure_wounds_17.png,Pressure,Severe,"The wound appears to be a deep, circular ulcer with exposed granulation tissue and surrounding erythema. The edges are raised and there is a noticeable amount of exudate present."
diabetic_wounds_111.png,Diabetic,Severe,"The wound is a deep, large, open wound with exposed bone and necrotic tissue. The wound is oozing blood and is surrounded by red, inflamed skin. There are no visible signs of infection."
bruises_153.png,Bruises,Mild,"A localized area of discoloration on the knee, indicative of a bruise. The size appears to be small, with no visible signs of bleeding or significant swelling. There is no indication of infection."
diabetic_wounds_183.png,Diabetic,Severe,"A deep wound with exposed tissue and significant bleeding is present on the patient's foot. The surrounding area is swollen and inflamed, suggesting possible infection."
bruises_119.png,Bruises,Mild,"A localized area of discoloration with a mottled appearance, likely due to subcutaneous bruising. The size appears to be approximately 2 cm in diameter, with no visible bleeding or significant swelling. There is no sign of infection. "
diabetic_wounds_407.png,Diabetic,Severe,"The wound is a deep ulcer with exposed granulation tissue and necrotic tissue. There is significant tissue loss, and the surrounding skin shows signs of erythema and possible infection. The wound bed is irregular and has a dark, charred appearance indicative of chronicity."
pressure_wounds_18.png,Pressure,Severe,"A deep wound with charred tissue and exposed dermis is present. The surrounding skin is inflamed, and there is a significant amount of necrotic tissue present. There is a high risk of infection due to the extent of tissue damage."
venous_wounds_451.png,Venous,Severe,"The wound measures 3 cm in diameter, with a depth of 1.5 cm. The base is covered in yellowish-gray necrotic tissue, with areas of exposed granulation tissue. There is moderate exudate, with a foul odor, and the edges are irregular and rolled. The surrounding skin is erythematous and edematous, with signs of infection such as purulent drainage and warmth to the touch."
bruises_216.png,Bruises,Mild,A 4 cm x 2 cm area of erythema on the left knee with no bleeding or significant edema.
diabetic_wounds_68.png,Diabetic,Severe,"The wound appears with significant tissue damage, exposed underlying structures, and signs of infection. The area is swollen, red, and there is visible necrotic tissue. There is also some exudate present. "
venous_wounds_77.png,Venous,Severe,The wound appears to be a deep wound with significant tissue damage and exposed dermis. There is a large area of necrotic tissue. The surrounding skin shows signs of inflammation and possible edema.
venous_wounds_476.png,Venous,Severe,"The wound measures 4 x 5 cm and is a shallow, irregularly shaped ulcer with a thin, dark brown, necrotic base. There is significant exudate, with an odor, and the edges of the wound are poorly defined. The surrounding skin is erythematous and there is evidence of potential infection."
pressure_wounds_184.png,Pressure,Severe,"The wound is deep with significant tissue loss and exposed bone, and has a necrotic center surrounded by erythema and induration, indicating a high risk for infection."
surgical_wounds_218.png,Surgical,Moderate,"The wound appears to have mark with a dark, possibly infected center surrounded by a reddened area. The size is small but the depth seems significant, indicating potential internal damage. There is no visible bleeding at the moment, but there is a risk of infection due to the dark center."
surgical_wounds_219.png,Surgical,Moderate,"A small, circular wound with a dark center, surrounded by a reddened area. The wound appears to be shallow but has a noticeable depth, indicating it may have penetrated deeper tissues. There is no visible bleeding at the moment, but there is some surrounding erythema, which suggests potential for infection."
surgical_wounds_131.png,Surgical,Moderate,"The wound appears to be a injury with a central depression and surrounding erythema. The area is slightly elevated and has a reddish hue, indicating some inflammation. There is no visible bleeding at the moment, but there is a risk of infection due to the depth and potential for contamination."
burns_107.png,Burn,Mild,"A small, round wound with a yellowish discharge is present on the skin. The wound appears to be shallow, with minimal surrounding erythema and no visible bleeding. There is a slight indentation at the center, suggesting a possible foreign body or fluid accumulation."
venous_wounds_292.png,Venous,Severe,"The wound appears to be a wound with extensive necrotic tissue, exposed bone, and signs of infection. The area is large, with significant tissue loss and a high risk of further complications. "
diabetic_wounds_142.png,Diabetic,Severe,"The wound appears to be a deep ulceration on the foot. It is characterized by exposed tissue, necrotic areas, and signs of infection. The surrounding skin is erythematous and edematous, indicating significant inflammation and potential for further complications."
diabetic_wounds_143.png,Diabetic,Severe,"The image shows a deep wound on the foot with tissue loss, exposed bone, and bleeding. The wound is at high risk for infection, with visible muscle and tendon damage."
pressure_wounds_246.png,Pressure,Moderate,"The wound is approximately 3 cm in diameter with a jagged edge. The surrounding skin is inflamed with a noticeable amount of exudate. There is a potential risk of infection. The wound is deep, extending into the dermis, with a significant area of exposed tissue."
burns_110.png,Burn,Moderate,"The wound has a reddened, raised area that is slightly elevated from the surrounding skin. The central part shows a more intense redness and possible blistering, indicating a deeper level of tissue damage. There is no visible bleeding at the moment. There is a risk of infection due to the exposed tissue."
pressure_wounds_119.png,Pressure,Moderate,"A linear wound measuring approximately 2 cm in length exhibits a fresh, irregular edge with some bleeding. The wound base consists of exposed subcutaneous tissue. The surrounding skin appears slightly erythematous, indicating potential for infection."
surgical_wounds_399.png,Surgical,Moderate,"The wound is approximately 2 cm in diameter, with a central depression and surrounding erythema. The wound base is covered with granulation tissue. There is minimal bleeding. The surrounding skin shows signs of inflammation and potential for infection."
pressure_wounds_375.png,Pressure,Severe,The wound is 3 cm wide and 2 cm deep with a necrotic base and exposed granulation tissue. The wound edges are well defined and there is surrounding erythema. The wound has a foul odor and is painful to the touch.
pressure_wounds_360.png,Pressure,Moderate,The wound is 1 cm in diameter and shows signs of partial tissue loss. It is surrounded by erythema and induration. The wound bed appears dry with some exudate present. There is minimal surrounding edema.
surgical_wounds_398.png,Surgical,Severe,"The wound is a deep wound with exposed tissue and significant surrounding erythema. The wound is irregularly shaped and has a central area of necrotic tissue, indicating advanced tissue damage. There is also evidence of surrounding edema and potential for infection."
cut_81.png,Cut,Moderate,The wound is deep and has tissue loss with redness around the edges. It is moderately severe.
cut_6.png,Cut,Mild,A linear cut on the finger with minimal bleeding and no visible signs of infection.
cut_78.png,Cut,Severe,"The wound is a large cut with significant tissue loss and bruising. The edges of the wound are jagged and irregular, and there is bleeding. The surrounding skin is discolored and the area appears swollen."
diabetic_wounds_451.png,Diabetic,Severe,"This wound is large and deep, with extensive necrotic tissue, exposed bone, and signs of infection. It has an irregular shape, with areas of sloughing and eschar formation. The surrounding skin is erythematous and edematous, indicating potential for further complications."
venous_wounds_297.png,Venous,Severe,"The wound is a deep, large wound with significant redness, blistering, and possible tissue necrosis. The wound covers a significant portion of the skin, indicating extensive thermal damage."
diabetic_wounds_295.png,Diabetic,Mild,"A small, circular wound with minimal surrounding erythema. The wound appears clean with no visible signs of infection."
diabetic_wounds_355.png,Diabetic,Severe,"A wound is visible on the skin, with a dark, possibly infected area at the center. The wound appears to be quite large and extends into the underlying tissue, indicating significant damage."
surgical_wounds_301.png,Surgical,Severe,"The wound is approximately 5 cm long and 3 cm wide, with a depth of 1.5 cm. The base is visible and appears to be composed of muscle and subcutaneous tissue. The edges are irregular and there is visible bleeding at the base. The surrounding skin shows signs of bruising and swelling, indicating potential for infection. The wound has a foul odor and is painful to the touch."
abrasions_61.png,Abrasion,Moderate,"A 4 cm long laceration is present on the patient's left forearm. The edges are jagged and irregular. The wound bed is exposed, with some redness and bruising in the surrounding skin. There is no active bleeding at this time. The wound is at risk for infection."
burns_56.png,Burn,Severe,"The wound appears to be a deep wound with significant tissue damage, characterized by a large area of reddened, blistered skin with exposed underlying tissue. There is visible swelling and potential for infection."
pressure_wounds_300.png,Pressure,Moderate,"The wound has a jagged edge with exposed tissue. The wound is red and swollen, indicating inflammation. The wound is not actively bleeding, but there is a risk of infection due to the exposed tissue."
bruises_39.png,Bruises,Moderate,The wound has a 5 cm by 4 cm area of redness with surrounding discoloration. There is no visible bleeding or infection. The size suggests it may take some time to heal.
diabetic_wounds_223.png,Diabetic,Severe,"The wound appears to be irregularly shaped, with exposed underlying tissue and significant bleeding. The surrounding area shows signs of inflammation and possible infection."
bruises_150.png,Bruises,Moderate,"The wound appears with a reddened, discolored area that is larger than typical bruising. There is no visible bleeding or open wound, but the surrounding skin shows signs of irritation and potential for further tissue damage."
pressure_wounds_64.png,Pressure,Moderate,"The wound appears to be circular in shape. The center shows a reddened area with some exudate, indicating potential infection. The wound is approximately 2 cm in diameter."
pressure_wounds_409.png,Pressure,Moderate,"A wound is present on the skin, characterized by a small, circular entry point with surrounding erythema and some induration. The wound appears to be shallow but has a potential for deeper tissue involvement due to the nature of the injury."
venous_wounds_343.png,Venous,Severe,"The wound appears to have a  significant tissue loss, exposed subcutaneous fat, and multiple irregular edges. There is extensive redness and swelling around the wound, indicating potential infection risk. The presence of blood clots suggests active bleeding or recent bleeding has occurred."
diabetic_wounds_423.png,Diabetic,Severe,The wound has a large area of tissue loss exposing bone. There is significant bleeding. The surrounding skin is bruised and swollen. The wound is at high risk for infection.
bruises_225.png,Bruises,Mild,"A localized area of discoloration on the forearm, characterized by a circular pattern of purple and pink hues, indicative of bruising. The size appears to be approximately 2 cm in diameter, with no visible signs of bleeding or infection. "
venous_wounds_328.png,Venous,Severe,"The wound is deep and covers a large portion of the leg. The edges are poorly defined, and the base of the wound is red and blistered, indicating tissue necrosis. The wound is surrounded by red, inflamed skin, and there is a strong odor."
surgical_wounds_116.png,Surgical,Severe,"A large, irregularly shaped wound extends from the scalp to possibly the skull. The wound has significant tissue loss and bleeding. Extensive bruising and swelling around the wound indicate potential internal injury and a high risk of infection."
venous_wounds_55.png,Venous,Severe,"The wound appears to be with significant tissue loss, exposed subcutaneous fat, and a large area of necrotic tissue. There is extensive bleeding and surrounding edema, indicating a high risk for infection. "
diabetic_wounds_462.png,Diabetic,Moderate,"The wound is a cut on the finger that extends into the underlying tissue, with visible bruising around the area. There is no active bleeding, but the exposed tissue suggests a higher risk of infection. The wound is approximately 3 cm long, with a depth of 1 cm. The edges are clean and well-defined, with no signs of infection. The peri-wound skin is red and inflamed, with some blistering."
venous_wounds_128.png,Venous,Severe,"The image shows a large, irregularly shaped wound with exposed tissue, necrosis, and surrounding erythema. The wound has significant tissue loss and potential for infection."
burns_53.png,Burn,Moderate,"The wound is a small with a raised, discolored center surrounded by reddened skin, indicating inflammation. There is no visible bleeding. The risk of infection is high due to the puncture nature of the wound."
burns_6.png,Burn,Mild,"The wound is a small, linear on the finger with minimal bleeding and no significant swelling. The wound appears clean and shallow."
venous_wounds_311.png,Venous,Severe,The wound is a deep wound with redness and blistering. The wound covers a significant portion of the skin and there is visible tissue damage. There is also bleeding present.
pressure_wounds_379.png,Pressure,Moderate,"A small, circular wound is present on the skin. The wound has a noticeable redness around it, indicating some inflammation. There is no visible bleeding at the moment. There is a risk of infection due to the puncture nature and potential for contamination."
bruises_160.png,Bruises,Mild,"The image shows a localized area of discoloration on the forearm. The bruise appears to be a single, well-defined area without signs of bleeding, swelling, or infection. It is likely the result of a minor impact or fall."
diabetic_wounds_14.png,Diabetic,Severe,"The wound appears to be with significant tissue loss, exposed bone, and signs of infection. The area is large, with a deep crater-like appearance, and shows signs of necrosis and possible bacterial colonization. "
surgical_wounds_302.png,Surgical,Severe,"The wound appears to be a wound involving multiple layers of tissue, with significant bleeding and exposed underlying structures. The size is large, extending across what seems to be a limb, and there is visible tissue damage and potential for infection. "
pressure_wounds_426.png,Pressure,Severe,"A wound measuring 4.5 cm x 5.0 cm is present. The wound is 1.5 cm deep, with exposed subcutaneous fat. The wound edges are indistinct and have 80% adherence to the surrounding skin. The surrounding skin is erythematous and has a blanching response to touch, indicating inflammation and potential infection risk."
surgical_wounds_271.png,Surgical,Moderate,"The wound is deep, irregularly shaped, and has a large area of exposed tissue with minimal bleeding. The wound is moderately clean and shows"
bruises_200.png,Bruises,Moderate,"A large, irregularly shaped with a gradient of colors from dark purple to yellowish-orange, indicating recent trauma. The area appears swollen and there is no visible bleeding. The size suggests it may be painful and could have a higher risk of infection."
venous_wounds_294.png,Venous,Moderate,"The wound is a injury with a small, circular opening. The surrounding skin is erythematous, indicating some inflammation. There is no bleeding at the moment. The wound is deep and has potential for infection due to contamination."
burns_27.png,Burn,Severe,"A deep wound on the forearm with significant bleeding and exposed tissue. The edges are irregular, with blood pooling around the wound. The surrounding skin shows signs of swelling and redness, indicating potential for infection."
venous_wounds_80.png,Venous,Moderate,"The wound appears to be a wound with a reddened, discolored area that shows signs of tissue breakdown. The size is approximately 2 cm x 2 cm, and there is some surrounding erythema. There is no visible bleeding, but the risk of infection is high due to the compromised tissue."
bruises_213.png,Bruises,Mild,"The image shows multiple dark purple and black wound on the forearm. The wound appear localized and do not show signs of significant swelling or bleeding. There is no visible infection, and the surrounding skin appears intact."
surgical_wounds_212.png,Surgical,Severe,"The wound is a large, deep wound with significant tissue loss. It has exposed subcutaneous tissue and surrounding erythema. There is no visible active bleeding, but the risk of infection is high due to the extent of tissue damage."
bruises_168.png,Bruises,Mild,"A localized area of discoloration on the lower abdomen, likely due to trauma, with no visible bleeding or significant swelling."
laseration_28.png,Laceration,Severe,"The wound is irregularly shaped and has exposed dermis with necrotic tissue. The wound base appears to be with charred tissue. There is no visible bleeding, but the depth suggests a high risk of complications."
laseration_37.png,Laceration,Severe,"The wound is with significant tissue damage, exposed underlying structures, and extensive redness. There is visible swelling and potential for infection."
venous_wounds_123.png,Venous,Severe,"The wound appears to be a wound characterized by a large area of necrotic tissue with exposed bone. The surrounding skin is erythematous and there is significant tissue loss, indicating a severe stage of the ulcer. "
surgical_wounds_393.png,Surgical,Severe,"The wound appears to be deep, with exposed dermis and some necrotic tissue. The area is significantly reddened, swollen, and there is a noticeable amount of eschar formation. There is a high risk of infection due to the extent of tissue damage."
laseration_30.png,Laceration,Moderate,"The wound is with a jagged edge, exhibiting signs of recent trauma. The area is inflamed with surrounding erythema, and there is some exudate present. The wound bed shows exposed tissue, indicating a moderate level of tissue damage."
normal_86.png,Normal,Mild,"The skin is intact without visible lesions or discoloration. There is no evidence of inflammation, bleeding, or tissue breakdown."
normal_147.png,Normal,Mild,"The skin is intact with no visible lesions or discoloration. There is no evidence of inflammation, bleeding, or tissue breakdown."
normal_4.png,Normal,Mild,The skin is intact with no visible signs of injury or irritation. The skin maintains normal hydration and elasticity.
diabetic_wounds_127.png,Diabetic,Severe,"The wound has a depth of 5 mm, a width of 4 cm, and a length of 2.5 cm. It has a tissue loss of 60% and an exposed muscle of 20%. The wound has a surrounding edema of 15 mm, indicating a potential for infection."
bruises_193.png,Bruises,Mild,"The image shows multiple dark purple and yellowish bruises on the skin, indicating trauma to the underlying tissues. The wound appear to be localized and do not show signs of active bleeding or significant swelling. There is no visible infection, and the surrounding skin appears intact."
diabetic_wounds_152.png,Diabetic,Severe,"The wound appears to be with significant tissue loss, exposed bone, and signs of infection. The area is large, with necrotic tissue and potential for further deterioration if not treated promptly. "
diabetic_wounds_100.png,Diabetic,Severe,"The image shows severe foot ulcers with necrotic tissue, exposed bone, and signs of infection. The wounds appear large, deep, and have significant tissue loss, indicating advanced stages of diabetic neuropathy and poor circulation."
surgical_wounds_277.png,Surgical,Severe,"The wound appears to be a deep injury with exposed tissue and blood pooling at the site. The surrounding skin is erythematous, indicating inflammation, and there is a significant amount of tissue damage visible. "
surgical_wounds_26.png,Surgical,Moderate,"A wound with a noticeable depth and yellowish discharge at the center, surrounded by a reddened area. The wound appears to be healing but shows signs of infection."
burns_70.png,Burn,Severe,"The wound is a deep with charred tissue, significant tissue loss, and surrounding erythema. There is no visible bleeding at the moment, but there is a high risk of infection due to the extent of tissue damage."
normal_65.png,Normal,Mild,"The wound is not visible. The skin is intact, displaying normal texture and color. No signs of trauma, ulceration, or inflammation are present."
laseration_112.png,Laceration,Severe,"A deep wound on the lower leg with significant tissue loss, exposed bone, and active bleeding. The wound is large, extending across the shin, and shows signs of infection risk due to the open nature and potential contamination. "
pressure_wounds_561.png,Pressure,Moderate,"A wound is present at the umbilicus. The wound is small and round, with a raised border and surrounding redness. It appears shallow, but there is a noticeable depression in the center. There is no visible bleeding or discharge, but there is some swelling around the wound."
abrasions_20.png,Abrasion,Moderate,"The wound is a linear cut on the forearm with redness and swelling. It is approximately 2 cm long. There is no bleeding at the moment, but there is a risk of infection due to the depth and size."
pressure_wounds_401.png,Pressure,Severe,The wound is approximately 5 cm in length and 4 cm in width. It is 3 cm deep with exposed tissue and significant redness around the edges. There is visible swelling and potential for infection due to the
pressure_wounds_231.png,Pressure,Severe,"The wound is an irregularly shaped area of necrotic tissue. The surrounding skin is erythematous and there is evidence of tissue breakdown, indicating significant tissue loss and potential infection."
laseration_81.png,Laceration,Severe,"The wound is a large, deep crater exposing granulating tissue. The surrounding skin is erythematous and shows signs of significant tissue loss and potential infection."
diabetic_wounds_416.png,Diabetic,Moderate,The wound is approximately 2 cm long and is located on the lateral aspect of the lower leg. There is visible bleeding and surrounding erythema.
abrasions_52.png,Abrasion,Moderate,A deep wound with a large area of redness and swelling. The wound is deep enough to cause bruising and may be bleeding underneath the skin.
bruises_101.png,Bruises,Moderate,The patient has a second-degree burn on the forearm. The area appears swollen and red. The skin is intact but discolored. There is no visible bleeding. There is a risk of infection.
venous_wounds_318.png,Venous,Moderate,"The wound is 4 cm long and 3 cm wide, with a depth of 1.5 cm. The edges are ragged and there is some tissue loss around the wound base. There is a small amount of yellowish exudate present, but no bleeding or active infection. The surrounding skin is dry and slightly scaly, with a circular area of erythema around the wound. The wound is painful when touched and has a mild odor."
venous_wounds_174.png,Venous,Severe,"The wound is deep, with significant tissue loss, exposed bone, and surrounding erythema. There is a large area of necrotic tissue with a dark, sloughy appearance, indicating advanced stages of tissue breakdown. The wound is at high risk for infection due to the extensive tissue damage."
diabetic_wounds_347.png,Diabetic,Severe,"The wound is oval with a yellow base and surrounding erythema. There is significant discoloration and edema. There is exudate with a yellowish hue, indicating potential infection. "
surgical_wounds_339.png,Surgical,Moderate,"The wound is approximately 3 inches long and 2 inches wide, with a jagged edge that exposes underlying tissue. The wound base appears red and swollen, with no visible bleeding at the moment. There is a risk of infection due to the exposed tissue."
abrasions_138.png,Abrasion,Moderate,A 2 cm long wound on the lateral aspect of the forearm with visible bleeding and surrounding bruising.
surgical_wounds_113.png,Surgical,Moderate,"A wound on the lateral aspect of the foot, approximately 2 cm long, with exposed subcutaneous tissue and some bleeding. The surrounding skin appears erythematous, indicating inflammation. "
diabetic_wounds_219.png,Diabetic,Moderate,"The wound is a mark with a small, irregularly shaped depression in the skin. The surrounding area is slightly red, indicating some inflammation. There is no visible bleeding at the moment, but there may be a risk of infection due to the nature of the injury."
abrasions_42.png,Abrasion,Mild,"The wound has a patch of reddened skin with small, scattered blood clots. The area is not deep, and there is no significant swelling or signs of infection."
pressure_wounds_188.png,Pressure,Severe,"This wound has significant tissue loss, which is indicated by the exposed bone. The surrounding area is swollen and inflamed, which indicates potential for infection. The wound also has active bleeding, which is a sign of significant tissue damage. The wound is a pressure wound, which means it was likely caused by prolonged pressure."
surgical_wounds_408.png,Surgical,Severe,"There is significant tissue loss, exposing bone. The wound edges are defined and there is no adherence to surrounding tissue. There is erythema surrounding the wound and purulent exudate. There is a high risk of infection due to the depth and extent of the tissue damage."
pressure_wounds_574.png,Pressure,Severe,"The wound appears to be the ulceration with extensive necrotic tissue, exposed bone, and signs of infection. The area is large, with significant tissue loss and surrounding erythema. There is no active bleeding visible, but the risk of infection is high due to the compromised tissue."
surgical_wounds_27.png,Surgical,Moderate,The wound is visible on the skin. It is small and circular with surrounding redness. It appears shallow but could have deeper tissue involvement.
bruises_198.png,Bruises,Mild,"A purple and red discoloration in a circular shape, measuring approximately 1-2 cm in diameter, without bleeding or infection."
diabetic_wounds_113.png,Diabetic,Severe,"A deep, irregularly-shaped wound with exposed tissue and a red base is present on the plantar surface of the right foot. The wound edges are indistinct, with a small amount of exudate present. The surrounding skin is erythematous and edematous, with a few visible signs of infection. The wound appears to be an advanced foot ulceration."
burns_35.png,Burn,Moderate,The image shows a wound on the palm with a reddened area and a central blister. The surrounding skin appears dry and inflamed. The burn appears to be moderate in severity.
pressure_wounds_521.png,Pressure,Severe,"The wound is the ulceration with a large crater exposing underlying tissue. The surrounding skin is red and there is evidence of tissue necrosis. The wound bed is irregular and granulating, indicating significant tissue loss and potential infection."
surgical_wounds_59.png,Surgical,Moderate,A wound on the lower leg with visible redness and some swelling around the edges. The wound appears to be about 2 cm long and is located near the shin area.
surgical_wounds_109.png,Surgical,Severe,"The wound appears to be a deep, surgically repaired injury. There is significant tissue damage and extensive redness with possible necrosis. There is visible scarring and the presence of metal rods suggests it might be part of a surgical repair or stabilization process."
cut_88.png,Cut,Moderate,"A wound on the lower leg, approximately 2 cm long, with visible bleeding and surrounding erythema. The wound appears to be clean but requires proper cleaning and dressing to prevent infection."
burns_43.png,Burn,Moderate,"The image shows a second-degree wound on the palm of a hand with an area of blistering, reddening, and a slightly raised, discolored patch. The size appears to be approximately 5 cm x 4 cm."
diabetic_wounds_140.png,Diabetic,Severe,"The wound has a depth of 2–3 centimeters, with an extent of 5–7 centimeters. The wound base is covered with yellowish necrotic tissue. There is erythema around the wound with possible signs of cellulitis."
venous_wounds_79.png,Venous,Severe,"The wound is 6 cm in diameter and 2 cm deep. The wound base is covered in yellow, thick exudate. The wound edges are rolled and adherent to the surrounding skin. The surrounding skin is pale, thin, and dry. There is no odor or pain. There are no visible indicators of infection."
burns_75.png,Burn,Moderate,"The wound on the hand is approximately 2 inches long and 1 inch wide. There is a reddened, blistered area at the center of the wound. The blisters are intact, but there is a small amount of clear fluid underneath them. The wound appears to be moderately deep. There is no visible bleeding. The skin around the wound appears to be slightly swollen and reddened. There is no foul odor emanating from the wound. The wound does not appear to be infected."
venous_wounds_354.png,Venous,Moderate,The wound is approximately 2 cm in diameter and shows signs of tissue breakdown and potential infection. The wound has a central necrotic area surrounded by erythema and induration.
pressure_wounds_189.png,Pressure,Moderate,"A wound is present on the skin, approximately 1 cm long, with surrounding erythema and some bruising. There appears to be minimal bleeding at the time of the photograph."
surgical_wounds_357.png,Surgical,Moderate,"The wound appears to be a injury with a visible entry point and surrounding erythema. The area is swollen, and there is some exudate present. The wound is relatively deep, extending into the subcutaneous tissue."
laseration_54.png,Laceration,Moderate,"A wound on the lower leg is approximately 2 cm long with a jagged edge. The wound is deep, exposing subcutaneous tissue, and there is active bleeding. The surrounding area is erythematous, indicating inflammation."
diabetic_wounds_190.png,Diabetic,Moderate,"The wound has a jagged edge, with significant redness and swelling around the area. The wound is relatively deep, with visible bleeding and a noticeable amount of tissue loss. There is a risk of infection due to the exposed underlying structures."
diabetic_wounds_106.png,Diabetic,Severe,"The wound appears to be involving the skin and underlying tissue. It is irregularly shaped, with exposed muscle and potential nerve damage. There is significant bruising and swelling around the wound, indicating a high risk of infection. "
surgical_wounds_291.png,Surgical,Moderate,"The wound is with a dark, possibly infected center surrounded by a reddened, inflamed area. The size is small but the depth seems significant, indicating potential internal damage. There is no visible bleeding at the moment, but there is a high risk of infection due to the dark center."
venous_wounds_172.png,Venous,Moderate,"The wound appears to be the ulceration. The affected area has a size that covers approximately 5% of the body surface area. The wound has multiple reddened areas, some with blisters. The wound base appears to be inflamed and edematous. The wound edges are irregular and poorly defined. There is moderate amount of yellowish exudate with a foul odor. The peri-wound skin appears to be erythematous with some"
diabetic_wounds_104.png,Diabetic,Severe,"The wound has a depth of 5 centimeters and a diameter of 7 centimeters. The tissue is necrotic and the base is exposed. The exudate is yellow and thick, and there is a foul odor. The edges are defined and there is no adherence. The surrounding skin is erythematous, indicating inflammation. There are no signs of infection."
burns_133.png,Burn,Severe,"The image shows a hand with a deep, irregularly shaped wound. The wound has a dark, necrotic base with areas of blisters and exposed tissue. There is significant exudate with a foul odor. The edges of the wound are poorly defined with areas of skin adherence. The surrounding skin appears red, dry, and scaly."
pressure_wounds_225.png,Pressure,Severe,"The wound has a depth of 1–2 centimeters and a diameter of 5–8 centimeters. The tissue surrounding the wound is pale and flaky. The wound base is covered in a thick layer of necrotic tissue and a small amount of yellowish exudate. The edges of the wound are irregular and ragged. There is a foul odor emanating from the wound. There are visible signs of infection, including redness and swelling around the wound."
surgical_wounds_267.png,Surgical,Severe,"The wound has a deep appearance with significant tissue loss and a darkened area indicating severe thermal damage. There is no visible bleeding, but the risk of infection is high due to the extent of tissue destruction."
venous_wounds_393.png,Venous,Severe,The wound is 2 inches wide and 1 inch deep with significant tissue damage. There is a high risk of infection due to the extent of tissue damage.
bruises_151.png,Bruises,Mild,"The image shows multiple wounds on the forearm, characterized by a dark purple and yellowish discoloration. The wounds appear to be localized and do not show signs of active bleeding or significant swelling. There is no visible infection, and the surrounding skin appears intact."
diabetic_wounds_24.png,Diabetic,Severe,"The wound is large, with a deep crater-like appearance, extensive necrotic tissue, and surrounding erythema. There is also evidence of fluid drainage."
bruises_158.png,Bruises,Mild,"A large, irregularly shaped wound with a gradient from dark purple to yellowish-brown. The area appears slightly raised with no visible bleeding or infection."
normal_18.png,Normal,Mild,The wound is well-healed with no evidence of infection or tissue damage.
surgical_wounds_63.png,Surgical,Severe,"The wound appears to be a deep cut with significant tissue damage, exposed bone, and extensive redness and swelling. There is evidence of infection with necrotic tissue and possible contamination from foreign objects. The wound is large and involves multiple layers of skin and underlying structures. "
surgical_wounds_284.png,Surgical,Moderate,"A wound is visible on the skin surface, approximately 5mm long, with bleeding and erythema surrounding the wound. The wound appears clean but requires proper cleansing and dressing to prevent infection."
burns_117.png,Burn,Moderate,"The wound is approximately 2 cm in length, with a jagged edge and a depth of 1 cm. The tissue surrounding the wound appears to be slightly swollen and red, which may indicate the presence of infection."
diabetic_wounds_175.png,Diabetic,Severe,"The wound measures approximately 10 cm by 15 cm. The base is necrotic, with exposed bone and signs of infection. There is a moderate amount of yellow, malodorous exudate. The edges are well-defined, with moderate tissue loss and a high risk of infection. The surrounding skin is erythematous and tender to palpation."
normal_78.png,Normal,Mild,There are no visible signs of infection or tissue damage. The skin appears healthy and is free of lesions or discoloration.
diabetic_wounds_72.png,Diabetic,Severe,"The wound is 4.5 cm long, 3.2 cm wide, and 2.4 cm deep, exposing subcutaneous tissue and bone. It has a ragged edge, with granulation tissue covering 50% of the wound base. The wound is surrounded by erythema and edema, with a yellow exudate covering 20% of the wound surface. The wound smells foul and the patient reports pain when the wound is touched. There are no visible signs"
pressure_wounds_136.png,Pressure,Severe,"The wound is a deep ulceration with exposed bone. There is significant tissue loss, and the peri-wound skin is erythematous. There is no visible bleeding at this time, but there is a high risk of infection due to the extent of tissue damage."
bruises_171.png,Bruises,Moderate,"A large, irregularly shaped wound with a mix of red and purple hues, indicating recent trauma. The area appears swollen and there is no visible bleeding, suggesting it may be in the early stages of healing."
venous_wounds_352.png,Venous,Moderate,"The wound measures approximately 2 cm x 2 cm. It has a necrotic center surrounded by an inflamed, reddened border. There is no visible bleeding. There is a risk of infection due to the presence of necrotic tissue."
pressure_wounds_11.png,Pressure,Severe,"The wound is a deep, charred, irregularly-shaped area of exposed nerve endings, with significant tissue damage and active bleeding. There is surrounding edema and signs of potential infection, including purulent discharge and a foul odor."
diabetic_wounds_83.png,Diabetic,Severe,"The wound is a deep, extensive necrotic ulcer with a well-defined border. The surrounding skin is inflamed and discolored, indicating significant tissue damage and potential infection."
normal_12.png,Normal,Mild,The epidermis is intact with uniform coloration and no signs of trauma. The surrounding area shows no evidence of swelling or infection.
surgical_wounds_141.png,Surgical,Moderate,"The wound is on the inner thigh, located near the inguinal region. It is approximately 2 cm long and has visible bleeding and bruising. The surrounding skin is erythematous with possible subcutaneous bruising."
surgical_wounds_412.png,Surgical,Moderate,"The wound is located on the lateral aspect of the knee. It is approximately 2 cm long and extends into the subcutaneous tissue. There is erythema and possible bruising around the wound, which could indicate infection."
pressure_wounds_262.png,Pressure,Severe,"The wound has a depth of 3–4 cm, with exposed tissue. There is significant redness around the wound. The wound appears to have a potential for infection."
burns_131.png,Burn,Severe,"The wound is deep with significant tissue damage, extensive redness, and possible blistering. There is visible swelling and the skin is charred and necrotic. The surrounding area shows signs of inflammation and potential infection."
diabetic_wounds_197.png,Diabetic,Severe,"The wound is a deep, open ulcer with exposed tissue and significant redness. There is visible tissue loss and potential for infection due to the size and depth of the wound."
bruises_211.png,Bruises,Mild,"The wound appears to be characterized by a reddened area with a mottled appearance, likely indicating early-stage skin breakdown. There is no visible bleeding or significant swelling, suggesting it is not yet at a severe stage. "
